0,0,0,0.00020451,0.00535079,-1.0943e-06,0.999986,0,0,0,2
0.0799869,-0.0503724,0.0900357,0.00306033,0.00251302,-7.69074e-06,0.999992,0,0,0,3
0.0057877,-0.0215234,0.029949,0.0047618,0.00293821,-1.39914e-05,0.999984,0,0,0,4
0.0209929,-0.00205026,0.0299347,0.00553304,0.00448692,-2.48269e-05,0.999975,0,0,0,5
0.0223033,-0.0541252,0.0699788,0.00552877,0.00493391,-2.72792e-05,0.999973,0,0,0,6
0.0403146,-0.0523589,0.069932,0.00634395,0.00563217,-3.57314e-05,0.999964,0,0,0,7
-0.0031857,-0.0240092,0.0498525,0.00637255,0.00835727,-5.32601e-05,0.999945,0,0,0,8
0.0508829,-0.0534233,0.0899206,0.00632674,0.00927403,-5.86781e-05,0.999937,0,0,0.279999,9
0.0111995,-0.0159742,0.0399583,0.0053417,0.0102757,-5.48935e-05,0.999933,0,0,0.279999,10
0.0732746,-0.0783515,0.11999,0.00474245,0.0103077,-4.88869e-05,0.999936,0,0,0.279999,11
0.0446444,-0.0399505,0.0699819,0.00474245,0.0103077,-4.88869e-05,0.999936,0,0,0.279999,12
-0.00786664,-0.0296709,0.0600206,0.00420329,0.010145,-4.26452e-05,0.99994,0,0,0.307999,13
0.0197987,-0.0285019,0.0498956,0.00382808,0.011245,-4.30497e-05,0.999929,0,0,0.307999,14
0.0331301,-0.0391256,0.0599776,0.00283664,0.0115853,-3.28656e-05,0.999929,0,0,0.307999,15
0.0600179,-0.0534746,0.109898,0.00307292,0.012142,-3.73141e-05,0.999922,0,0,0.307999,16
0.0306896,-0.0275664,0.0500395,0.00280033,0.0117412,-3.28817e-05,0.999927,0,0,0.278,17
-0.00547185,-0.0566551,0.0500646,0.00172691,0.0112689,-1.94617e-05,0.999935,0,0,0.278,18
0.0328693,-0.0264705,0.0600726,0.00208438,0.0104174,-2.17151e-05,0.999944,0,0,0.278,19
0.0436264,-0.0634889,0.109801,0.00176951,0.0119213,-2.10965e-05,0.999927,0,0,0.28801,20
0.014897,-0.0211844,0.0398096,0.00242216,0.0131208,-3.17836e-05,0.999911,0,0,0.28801,21
0,0,0,0.00266013,0.0132309,-3.5199e-05,0.999909,0,0,0.28801,22
-0.0955102,-0.0140864,0.029989,0.00266013,0.0132309,-3.5199e-05,0.999909,0,0,0.28801,23
0.0356316,-0.0375789,0.0600856,0.0021204,0.0126223,-2.67664e-05,0.999918,0,0,0.28801,24
0.0238357,-0.0235644,0.0301543,0.00140706,0.0115808,-1.62959e-05,0.999932,0,0,0.283997,25
0.019224,-0.0344989,0.0799622,0.000734834,0.0117547,-8.63838e-06,0.999931,0,0,0.283997,26
0.0495682,-0.0577705,0.0899272,0.000636966,0.0120803,-7.69533e-06,0.999927,0,0,0.283997,27
0.00788086,-0.032047,0.0499935,0.00261163,0.0117571,-3.07073e-05,0.999927,0,0,0.283997,28
0.0416896,-0.049207,0.0898795,0.00439785,0.0118392,-5.20711e-05,0.99992,0,0.0625,0.270004,29
0.0350398,-0.052657,0.0699776,0.00439785,0.0118392,-5.20711e-05,0.99992,0,0.0625,0.270004,30
0.0356431,-0.0379974,0.0697172,0.00624906,0.0125968,-7.87258e-05,0.999901,0,0.0625,0.270004,31
0.0381732,-0.0453409,0.0698038,0.00682911,0.01324,-9.04273e-05,0.999889,0,0.0625,0.270004,32
0.0351579,-0.0389926,0.0599674,0.00671404,0.0133299,-8.95074e-05,0.999889,0,0,0.274002,33
0.0240828,-0.0319299,0.0399423,0.00572052,0.0139858,-8.00149e-05,0.999886,0,0,0.274002,34
0.0413223,-0.0371945,0.0699918,0.00552172,0.013949,-7.70311e-05,0.999887,0,0,0.274002,35
0.0407684,-0.0354585,0.0798055,0.00635275,0.0143519,-9.1185e-05,0.999877,0,0,0.274002,36
0.0337249,-0.0445616,0.0599662,0.0058883,0.0145677,-8.57896e-05,0.999877,0,0,0.294998,37
0.0326759,-0.0451559,0.0698858,0.00495165,0.0152539,-7.55418e-05,0.999871,0,0,0.294998,38
0.0435215,-0.0371874,0.0799637,0.00444669,0.0153894,-6.84406e-05,0.999872,0,0,0.294998,39
0.03787,-0.0470172,0.0896744,0.00361136,0.0166808,-6.02491e-05,0.999854,0,0,0.294998,40
0.0335998,-0.0489043,0.0599064,0.00152974,0.017208,-2.63277e-05,0.999851,0,0,0.304993,41
0,0,0,-9.21212e-05,0.0173395,1.59757e-06,0.99985,0,0,0.304993,42
0.0501964,-0.0195166,0.0703585,0.00118856,0.015928,-1.89339e-05,0.999872,0,0,0.298004,43
0.0383588,-0.0410749,0.0800193,0.00199605,0.0156338,-3.12096e-05,0.999876,0,0,0.298004,44
0.0234715,-0.0482311,0.0700127,0.00203798,0.0154611,-3.15131e-05,0.999878,0,0,0.298004,45
0.035951,-0.0424542,0.0601598,0.00229974,0.0147448,-3.39129e-05,0.999889,0,0,0.298004,46
0.0332449,-0.0389997,0.0502599,0.00130885,0.0138087,-1.80754e-05,0.999904,0,0,0.330002,47
0.0524977,-0.0641592,0.0804406,-0.000449669,0.0119356,5.36748e-06,0.999929,0,0,0.330002,48
0.0522048,-0.0363509,0.0803742,-0.00079305,0.0100444,7.96611e-06,0.999949,0,0,0.330002,49
0.0329049,-0.0142819,0.0804198,2.50038e-05,0.00755086,-1.88805e-07,0.999971,0,0,0.330002,50
